weight,age_group,sex,province,visibile_minority,family_income,main_activity,likely_future_edu,desired_future_edu,obstacles,obstacles_future_edu
8896.1429,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
3236.3044,25 to 34 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
3077.0386,15 to 24 years,Male,Quebec,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
1846.9347,35 to 44 years,Female,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
7261.9686,15 to 24 years,Female,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
164.3131,15 to 24 years,Female,Newfoundland and Labroador,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
5705.9718,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
1761.1125,25 to 34 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
4651.708,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,"NA",No,"NA"
1194.3294,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,Yes,Personal health
749.7094,25 to 34 years,Female,Saskatchewan,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
4115.8152,15 to 24 years,Male,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3368.0043,15 to 24 years,Male,Ontario,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
7241.6584,15 to 24 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
1348.0835,25 to 34 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
4441.9708,15 to 24 years,Female,Ontario,Visible minority,"$25,000 to $49,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
521.5888,45 to 54 years,Female,British Columbia,Don't know,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Don't know,"NA"
431.0957,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,"NA",No,"NA"
499.979,15 to 24 years,Female,Manitoba,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Other - Specify
4777.8085,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
1068.287,15 to 24 years,Male,New Brunswick,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
1684.6238,15 to 24 years,Male,British Columbia,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,Yes,Takes too long
1956.5277,15 to 24 years,Female,British Columbia,Not a visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
5107.46,15 to 24 years,Female,Ontario,Visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,No,"NA"
542.5292,35 to 44 years,Male,Manitoba,Visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,Yes,Other - Specify
3269.9967,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1541.9799,15 to 24 years,Female,New Brunswick,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
5935.1881,15 to 24 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
8499.5766,15 to 24 years,Male,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
983.8264,35 to 44 years,Female,Manitoba,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
430.3017,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1552.8823,15 to 24 years,Male,British Columbia,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
276.6978,15 to 24 years,Male,Newfoundland and Labroador,Visible minority,"$25,000 to $49,999",Going to school,University Master's degree,University Master's degree,No,"NA"
7154.8348,15 to 24 years,Female,Ontario,Visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3458.7387,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
2440.3188,15 to 24 years,Female,Manitoba,Visible minority,"$75,000 to $99,999",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
3633.3129,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
573.8509,15 to 24 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
6318.1751,25 to 34 years,Male,Ontario,Visible minority,"$100,000 to $124,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
9347.5398,15 to 24 years,Male,Ontario,Visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1531.9928,15 to 24 years,Female,British Columbia,Not a visible minority,"$25,000 to $49,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,Yes,Personal health
5355.4464,15 to 24 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
2043.6207,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
342.4044,15 to 24 years,Male,New Brunswick,Not a visible minority,"$25,000 to $49,999",Going to school,University Master's degree,University Master's degree,No,"NA"
382.7236,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
388.776,15 to 24 years,Male,Prince Edward Island,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
504.9959,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
9582.5041,15 to 24 years,Female,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4331.4021,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1484.6401,15 to 24 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
372.4911,15 to 24 years,Male,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
508.5398,15 to 24 years,Male,New Brunswick,Visible minority,"Less than $25,000",Going to school,University Master's degree,University bachelor's degree,No,"NA"
3829.1977,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2411.3814,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Other - Specify
1614.6656,35 to 44 years,Female,Quebec,Visible minority,"Less than $25,000",Going to school,College or CEGEP,University bachelor's degree,Yes,Caring for own children
4521.7341,15 to 24 years,Female,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
1734.5297,15 to 24 years,Male,British Columbia,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
2940.0526,45 to 54 years,Female,Ontario,Visible minority,"$75,000 to $99,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Other - Specify
2827.3327,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4328.1602,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,Yes,Not able to get into program
5653.6209,15 to 24 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,"University first professional degree, such as medicine, d...",Yes,Financial situation
8430.986,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1316.1605,25 to 34 years,Female,Nova Scotia,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
4731.2934,15 to 24 years,Male,Manitoba,Visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
516.1993,15 to 24 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,College or CEGEP,Ph.D. (university-earned doctorate),Yes,Personal health
855.2847,15 to 24 years,Female,Saskatchewan,Not a visible minority,"$75,000 to $99,999",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
4843.4968,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1011.8224,15 to 24 years,Male,Saskatchewan,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
2400.301,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
4614.7685,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
3672.6755,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
895.004,15 to 24 years,Male,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1159.901,15 to 24 years,Female,Manitoba,Visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
1114.3333,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$25,000 to $49,999",Going to school,"NA","NA","NA","NA"
706.2936,15 to 24 years,Female,Manitoba,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1182.7149,25 to 34 years,Male,British Columbia,Visible minority,"$100,000 to $124,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Takes too long
1344.9991,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
3558.2069,25 to 34 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,University Master's degree,Yes,Caring for own children
145.1833,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
357.744,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
4394.6728,25 to 34 years,Male,Alberta,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
3859.9869,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
6873.0755,15 to 24 years,Female,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,No,"NA"
676.7735,15 to 24 years,Female,British Columbia,Visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
6270.2224,15 to 24 years,Female,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5394.592,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
996.4832,15 to 24 years,Male,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,College or CEGEP,No,"NA"
2426.2226,45 to 54 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
5704.1043,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
723.4714,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,"NA",No,"NA"
1276.6172,35 to 44 years,Male,Ontario,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
9374.0851,15 to 24 years,Female,British Columbia,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","NA",No,"NA"
4047.8809,45 to 54 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
2086.5106,25 to 34 years,Female,Ontario,Don't know,"$25,000 to $49,999",Going to school,Other,University Master's degree,Yes,Financial situation
2176.8464,15 to 24 years,Male,Ontario,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,"NA",No,"NA"
9625.286,15 to 24 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
4331.4021,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
5006.4564,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Other - Specify
3325.7262,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
2806.8701,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
523.29,25 to 34 years,Female,Nova Scotia,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
1605.6875,15 to 24 years,Male,Manitoba,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
415.9763,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
7249.4147,15 to 24 years,Female,Quebec,Visible minority,"$75,000 to $99,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
3246.1202,15 to 24 years,Female,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
4632.5559,15 to 24 years,Female,British Columbia,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2180.3942,15 to 24 years,Female,Manitoba,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,"NA",No,"NA"
1745.4566,25 to 34 years,Female,Quebec,Visible minority,"Less than $25,000",Going to school,"University first professional degree, such as medicine, d...",University bachelor's degree,Yes,Financial situation
1876.3071,15 to 24 years,Female,New Brunswick,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
3436.069,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
1616.0861,15 to 24 years,Female,British Columbia,Visible minority,"$50,000 to $74,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,University bachelor's degree,No,"NA"
3448.9889,35 to 44 years,Male,Quebec,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Takes too long
1876.3071,15 to 24 years,Female,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,No,"NA"
727.0681,15 to 24 years,Male,Manitoba,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,No,"NA"
3846.0854,15 to 24 years,Female,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Not able to get into program
5006.4564,15 to 24 years,Male,Ontario,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
8633.0838,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,College or CEGEP,University Master's degree,No,"NA"
1780.6325,15 to 24 years,Male,Ontario,Visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
636.4488,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5095.2822,15 to 24 years,Male,Alberta,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
4921.9485,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,University bachelor's degree,No,"NA"
1134.6871,35 to 44 years,Female,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,University bachelor's degree,Yes,Caring for own children
1398.1306,15 to 24 years,Male,New Brunswick,Visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,"University first professional degree, such as medicine, d...",No,"NA"
4133.5612,35 to 44 years,Male,Ontario,Not a visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
4992.6467,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1291.3361,35 to 44 years,Female,Ontario,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
4551.7094,25 to 34 years,Female,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
2462.4696,15 to 24 years,Female,Manitoba,Visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,"NA",No,"NA"
409.4259,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
1034.8657,45 to 54 years,Female,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
4268.3248,45 to 54 years,Male,British Columbia,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
1370.5215,15 to 24 years,Male,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,High school diploma or graduation equivalency,"NA",No,"NA"
626.5273,15 to 24 years,Male,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
916.0876,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$50,000 to $74,999",Going to school,"NA","NA",No,"NA"
579.4798,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$25,000 to $49,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
1028.0874,25 to 34 years,Female,Saskatchewan,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
967.6999,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2212.0302,15 to 24 years,Female,Ontario,Visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1439.2309,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2993.02,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
3570.2596,15 to 24 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
3911.2396,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
6817.06,15 to 24 years,Male,Alberta,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
8160.5262,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,University bachelor's degree,Yes,Not able to get into program
1083.0664,15 to 24 years,Male,Saskatchewan,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
902.3994,15 to 24 years,Female,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1355.721,25 to 34 years,Female,British Columbia,Not a visible minority,"Less than $25,000",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
851.0504,25 to 34 years,Male,New Brunswick,"NA","$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
4712.6443,25 to 34 years,Female,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
3475.6665,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1007.9032,15 to 24 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,College or CEGEP,University Master's degree,No,"NA"
476.992,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1684.7863,15 to 24 years,Male,Manitoba,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3801.1312,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,No,"NA"
6216.8357,15 to 24 years,Female,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
1187.5458,15 to 24 years,Female,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
3483.8476,15 to 24 years,Male,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
1763.6573,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
699.5497,15 to 24 years,Female,British Columbia,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
4574.9134,15 to 24 years,Male,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,University bachelor's degree,No,"NA"
1765.0726,35 to 44 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
1142.8355,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,"University first professional degree, such as medicine, d...",Yes,Other - Specify
2131.6258,15 to 24 years,Female,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),Yes,Takes too long
7975.6211,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
625.8435,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"Less than $25,000",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
7369.5752,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2671.9712,25 to 34 years,Female,Alberta,Not a visible minority,"$25,000 to $49,999",Going to school,University Master's degree,"University first professional degree, such as medicine, d...",Yes,Personal health
3216.609,15 to 24 years,Male,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
451.2461,25 to 34 years,Female,New Brunswick,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
1587.6051,15 to 24 years,Male,Manitoba,Not a visible minority,"$25,000 to $49,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
645.0151,25 to 34 years,Female,Saskatchewan,Visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
1790.1617,25 to 34 years,Female,Ontario,Visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,"University first professional degree, such as medicine, d...",Yes,Not able to get into program
3131.2081,15 to 24 years,Male,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2976.4516,25 to 34 years,Male,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,No,"NA"
4369.683,15 to 24 years,Female,Ontario,Visible minority,"$25,000 to $49,999",Going to school,Ph.D. (university-earned doctorate),University bachelor's degree,No,"NA"
6944.1562,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Not able to get into program
1455.8424,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3982.5097,15 to 24 years,Male,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,College or CEGEP,No,"NA"
187.3966,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
5068.175,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
307.0694,15 to 24 years,Female,Prince Edward Island,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
1027.9118,15 to 24 years,Male,Alberta,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
853.7823,45 to 54 years,Female,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,Other,Other,Yes,Financial situation
5241.0737,15 to 24 years,Male,Ontario,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3137.5672,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
10971.5284,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2426.7781,25 to 34 years,Female,Ontario,Visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
476.992,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
